City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
67,mil'kovo,55.6078,37.7956,0.03,57,100,5.86,RU,1698333170
68,kimbe,-5.5502,150.1429,24.07,94,100,2.56,PG,1698333170
69,invercargill,-46.4,168.35,3.34,81,100,7.6,NZ,1698333170
70,college,64.8569,-147.8028,-6.42,90,75,1.54,US,1698333170
71,port saint john's,-31.6229,29.5448,24.51,78,98,7.44,ZA,1698333170
72,mossel bay,-34.1831,22.146,20.96,78,67,3.45,ZA,1698333171
73,petropavlovsk-kamchatsky,53.0452,158.6483,4.14,78,2,2.68,RU,1698333171
74,yellowknife,62.456,-114.3525,-1.71,86,75,4.63,CA,1698333171
75,margaret river,-33.95,115.0667,12.71,75,34,6.46,AU,1698333171
76,nemuro,43.3236,145.575,12.54,80,60,2.54,JP,1698333171
77,aiken,33.5835,-81.5998,24.07,76,0,2.57,US,1698333171
78,mount gambier,-37.8333,140.7667,6.69,82,51,2.01,AU,1698333172
79,jamestown,42.097,-79.2353,22.23,55,75,4.63,US,1698333172
80,selfoss,63.9331,-20.9971,7.02,72,54,3.89,IS,1698333172
81,westport,41.1415,-73.3579,23.49,64,0,4.12,US,1698333162
82,el sauzal de rodriguez,31.9,-116.6833,17.45,74,55,1.79,MX,1698333172
83,nar'yan-mar,67.6713,53.087,-8.27,97,89,1.34,RU,1698333172
84,keflavik,64.0049,-22.5624,8.95,81,0,2.57,IS,1698333173
85,port douglas,-16.4833,145.4667,22.8,81,66,0.61,AU,1698333173
86,udachny,66.4167,112.4,-13.9,97,98,1.23,RU,1698333173
87,kerikeri,-35.2268,173.9474,16.62,90,77,0.89,NZ,1698333173
88,mezdra,43.15,23.7,22.06,41,98,3.13,BG,1698333173
89,brixworth,52.3291,-0.9035,15.63,86,99,2.28,GB,1698333173
90,fale old settlement,-9.3852,-171.2468,27.92,79,100,5.98,TK,1698333174
91,la rinconada,37.4873,-5.9826,22.25,84,75,8.23,ES,1698333174
92,cidreira,-30.1811,-50.2056,19.47,60,62,3.71,BR,1698333174
93,zagora,30.3484,-5.8365,30.54,9,0,6.33,MA,1698333174
94,pechora,65.1472,57.2244,-5.64,86,97,1.34,RU,1698333174
95,thunder bay,48.4001,-89.3168,2.98,86,100,4.42,CA,1698332943
96,kavaratti,10.5669,72.642,28.8,71,42,3.79,IN,1698333175
97,ustrzyki dolne,49.4304,22.5938,13.32,82,100,5.26,PL,1698333175
98,longyearbyen,78.2186,15.6401,-5.09,86,75,5.14,SJ,1698333175
99,sibolga,1.7427,98.7792,24.97,90,100,0.89,ID,1698333175
100,hermanus,-34.4187,19.2345,18.06,76,0,5.91,ZA,1698333176
101,tazovsky,67.4667,78.7,-11.81,93,67,3.06,RU,1698333176
102,cabo san lucas,22.8909,-109.9124,25.98,58,0,3.6,MX,1698332771
103,karratha,-20.7377,116.8463,30.54,30,24,4.52,AU,1698333176
104,nyagan,62.1406,65.3936,-4.77,68,100,4.9,RU,1698333176
105,isangel,-19.55,169.2667,24.41,89,70,7.14,VU,1698333177
106,turkmenbasy,40.0222,52.9552,19.28,67,43,2.66,TM,1698333177
107,luderitz,-26.6481,15.1594,19.83,65,5,7.3,NA,1698333177
108,macgregor,49.9661,-98.7794,-1.16,93,84,4.02,CA,1698333177
109,watsa,3.0372,29.5355,22.24,92,100,0.69,CD,1698333177
110,arkhangel'sk,64.5401,40.5433,-1.04,83,100,3.07,RU,1698333177
111,stalowa wola,50.5829,22.0533,14.36,73,73,4.04,PL,1698333178
112,shortandy,51.7006,70.9994,-2.13,60,61,5.48,KZ,1698333178
113,saldanha,-33.0117,17.9442,21.03,74,25,5.1,ZA,1698333178
114,lakhdenpokh'ya,61.5198,30.1992,-0.7,71,68,4.85,RU,1698333178
115,melfort,52.8667,-104.6177,-5.93,63,5,2.06,CA,1698333178
116,jiangyou,31.7667,104.7167,16.18,82,100,2.03,CN,1698333179
117,turpan,42.9333,89.1667,16.92,32,47,0.98,CN,1698333179
118,uturoa,-16.7333,-151.4333,26.08,80,100,4.62,PF,1698333179
119,fort bragg,35.139,-79.006,23.23,70,0,0.45,US,1698333179
120,rongelap,11.1635,166.8941,27.81,69,100,5.67,MH,1698333179
121,kapuskasing,49.4169,-82.4331,1.0,93,100,3.6,CA,1698333179
122,katsuura,35.1333,140.3,18.45,58,94,1.08,JP,1698333180
123,galliano,29.4422,-90.2992,28.0,69,75,3.09,US,1698333180
124,chonchi,-42.6128,-73.8092,13.95,79,100,1.21,CL,1698333180
125,sale,34.0389,-6.8166,25.35,68,61,2.57,MA,1698333180
126,cambria,35.5641,-121.0808,13.12,98,6,0.45,US,1698332890
127,amurzet,47.6967,131.0981,1.88,53,2,2.9,RU,1698333180
128,anadyr,64.75,177.4833,0.28,100,75,4.0,RU,1698333181
129,nouadhibou,20.931,-17.0347,31.99,40,10,5.14,MR,1698333181
130,nogliki,51.8333,143.1667,6.86,77,100,5.36,RU,1698333181
131,ulanhot,46.0833,122.0833,2.72,25,8,0.66,CN,1698333181
132,yuzhno-kurilsk,44.0306,145.8556,11.32,87,21,2.74,RU,1698333181
133,hammerfest,70.6634,23.6821,-0.75,86,75,2.06,NO,1698333182
134,aswan,24.0934,32.907,35.34,15,0,0.96,EG,1698333182
135,totness,5.8833,-56.3167,31.67,55,55,3.7,SR,1698333182
136,zhangye,38.9342,100.4517,11.88,21,0,2.46,CN,1698333182
137,kokopo,-4.352,152.2633,24.79,88,100,5.7,PG,1698333182
138,ancud,-41.8697,-73.8203,11.01,79,50,3.61,CL,1698333183
139,mandalgovi,45.7625,106.2708,6.68,23,8,3.12,MN,1698332896
140,kodiak,57.79,-152.4072,6.73,70,100,4.63,US,1698333183
141,klyuchi,52.2667,79.1667,1.87,70,95,8.82,RU,1698333183
142,pandeglang,-6.3084,106.1067,24.0,88,7,0.11,ID,1698332980
143,sitka,57.0531,-135.33,2.94,60,0,0.0,US,1698333184
144,punta arenas,-53.15,-70.9167,5.06,75,91,7.58,CL,1698333114
145,severodvinsk,64.5635,39.8302,-1.04,80,100,4.08,RU,1698333184
146,belyy yar,53.6039,91.3903,7.94,66,0,3.0,RU,1698333184
147,kristiansund,63.1115,7.732,7.03,56,0,1.54,NO,1698333185
148,avarua,-21.2078,-159.775,21.03,68,75,4.12,CK,1698333185
149,kingston,17.997,-76.7936,31.25,76,34,0.45,JM,1698333013
150,selty,57.3132,52.1345,-6.4,94,57,2.13,RU,1698333185
151,vernon,50.2581,-119.2691,-0.39,63,100,0.89,CA,1698333186
152,nema,57.5067,50.5011,-7.45,95,11,2.05,RU,1698333186
153,fuyu,45.1833,124.8167,3.01,22,7,1.65,CN,1698333186
154,sabang,5.8933,95.3214,28.01,76,26,6.44,ID,1698333186
155,fuling,29.7022,107.3919,16.51,96,100,1.23,CN,1698333187
156,flying fish cove,-10.4217,105.6791,25.82,83,75,4.63,CX,1698333187
157,sinjar,36.3209,41.8754,24.53,35,79,1.93,IQ,1698333187
158,ramanuj ganj,23.8,83.7,18.69,61,0,1.81,IN,1698333187
159,olinda,-8.0089,-34.8553,30.85,58,40,7.2,BR,1698333188
160,isabela,6.7085,121.9711,26.76,82,100,1.55,PH,1698333188
161,zgurovka,50.5028,31.7849,12.89,76,99,1.47,UA,1698333188
162,constantia,44.1833,28.65,23.38,63,100,3.68,RO,1698332989
163,labrador city,52.9463,-66.9114,0.49,67,93,5.53,CA,1698333010
164,voi,-3.3945,38.563,29.05,49,94,4.94,KE,1698333189
165,minas de marcona,-15.2119,-75.1103,18.72,64,63,3.9,PE,1698333189
166,aasiaat,68.7098,-52.8699,-1.59,95,100,2.32,GL,1698333189
167,puerto baquerizo moreno,-0.9,-89.6,23.63,79,71,6.18,EC,1698333189
168,murzuq,25.9155,13.9184,33.21,14,11,1.28,LY,1698333190
169,bonthe,7.5264,-12.505,28.52,76,93,4.21,SL,1698333190
170,balykshi,47.0667,51.8667,4.0,70,75,8.0,KZ,1698333190
171,the pas,53.8251,-101.2541,-3.99,63,100,4.63,CA,1698333190
172,lycksele,64.5954,18.6735,-0.07,80,0,0.0,SE,1698333191
173,saint-pierre,-21.3393,55.4781,26.82,74,20,3.6,RE,1698333191
174,tiksi,71.6872,128.8694,-9.25,89,100,3.15,RU,1698333192
175,kone,-21.0595,164.8658,21.92,96,98,1.69,NC,1698333192
176,novodvinsk,64.4165,40.8122,-1.23,83,100,2.94,RU,1698333192
177,gao,16.6362,1.637,37.44,6,76,3.66,ML,1698333192
178,laojunmiao,39.8333,97.7333,8.95,22,0,2.3,CN,1698333193
179,rabigh,22.7986,39.0349,31.48,58,0,2.43,SA,1698333193
180,castro-urdiales,43.3829,-3.2204,16.45,93,100,6.04,ES,1698333193
181,zyryanovsk,49.7386,84.2719,6.48,85,100,0.82,KZ,1698333193
182,talnakh,69.4865,88.3972,-14.94,96,79,1.91,RU,1698333193
183,ares,-6.1944,-35.1603,30.54,53,48,5.84,BR,1698333194
184,at-bashi,41.1702,75.8106,6.34,68,79,1.62,KG,1698333194
185,vorgashor,67.5833,63.95,-12.03,97,100,0.37,RU,1698333194
186,nova sintra,14.8667,-24.7167,24.63,79,100,10.04,CV,1698333194
187,ishigaki,24.3448,124.1572,25.26,75,52,4.34,JP,1698333194
188,velikiy ustyug,60.7644,46.3106,-2.56,86,14,2.68,RU,1698333195
189,namibe,-15.1961,12.1522,22.16,69,34,5.98,AO,1698333195
190,konigslutter am elm,52.25,10.8167,11.28,94,100,1.03,DE,1698333098
191,kolondieba,11.0882,-6.8926,37.33,22,100,1.77,ML,1698333195
192,atafu village,-8.5421,-172.5159,28.12,77,100,5.47,TK,1698333195
193,la malbaie,47.6575,-70.1559,14.3,89,97,1.69,CA,1698333196
194,badger,64.8,-147.5333,-7.02,93,0,1.54,US,1698333196
195,san antonio de pale,-1.4014,5.6325,24.76,89,100,4.61,GQ,1698333196
196,manta,-0.95,-80.7333,27.88,69,75,4.63,EC,1698333196
197,khash,28.2211,61.2158,22.9,32,87,4.31,IR,1698333196
198,hasaki,35.7333,140.8333,13.22,61,35,1.57,JP,1698333197
199,ilulissat,69.2167,-51.1,1.01,60,75,5.14,GL,1698333197
200,alice springs,-23.7,133.8833,12.75,22,0,3.09,AU,1698333197
201,buzuluk,52.7807,52.2635,-0.58,66,26,1.79,RU,1698333038
202,carnarvon,-24.8667,113.6333,20.5,78,6,10.39,AU,1698333198
203,banlung,13.7468,107.0045,21.9,97,24,0.95,KH,1698333198
204,faya-largeau,17.9257,19.1043,36.94,11,0,3.09,TD,1698333198
205,bor,56.3567,44.0669,0.0,80,26,2.35,RU,1698333198
206,bubaque,11.2833,-15.8333,28.41,78,47,4.61,GW,1698333199
207,neryungri,56.6709,124.6491,-18.26,96,17,1.24,RU,1698333199
208,swakopmund,-22.6833,14.5333,16.56,85,60,5.09,NA,1698333199
209,suva,-18.1416,178.4415,23.71,83,75,3.09,FJ,1698333199
210,okha,53.5739,142.9478,6.93,96,100,9.6,RU,1698333200
211,termoli,41.9888,14.9895,23.77,53,100,6.68,IT,1698333200
212,nadi,-17.8,177.4167,24.0,73,20,2.57,FJ,1698333200
213,zhanaozen,43.3,52.8,12.9,52,87,7.31,KZ,1698333200
214,houghton,47.1219,-88.569,7.64,97,100,4.12,US,1698333200
215,daru,-9.0763,143.2092,24.8,88,96,3.91,PG,1698333201
216,fort st. john,56.2499,-120.8529,-5.06,80,75,3.6,CA,1698333201
217,fasa,28.9383,53.6482,21.79,30,100,3.4,IR,1698333201
218,happy valley-goose bay,53.3168,-60.3315,6.17,70,100,8.23,CA,1698333201
219,acapulco de juarez,16.8634,-99.8901,26.81,72,96,0.93,MX,1698333185
220,midvagur,62.0511,-7.1939,9.46,76,75,7.72,FO,1698333202
221,aykhal,66.0,111.5,-12.67,100,97,1.13,RU,1698333202
222,jiaojiang,28.6803,121.4428,22.22,93,100,1.21,CN,1698333202
223,yurimaguas,-5.9,-76.0833,30.09,70,40,2.06,PE,1698333202
224,dokkum,53.3222,5.997,12.21,93,100,2.57,NL,1698333203
225,nikolayevsk-on-amure,53.1406,140.73,5.09,90,100,3.39,RU,1698333203
226,airway heights,47.6446,-117.5933,0.08,73,100,2.06,US,1698333204
227,isafjordur,66.0755,-23.124,5.02,75,20,0.0,IS,1698333204
228,salinas,36.6777,-121.6555,12.29,90,0,2.57,US,1698333204
229,sarangani,5.4033,125.4636,28.03,79,82,5.16,PH,1698333205
230,mantenopolis,-18.8625,-41.1228,32.39,48,71,1.87,BR,1698333205
231,lazaro cardenas,17.9583,-102.2,26.15,80,72,1.47,MX,1698332980
232,kirakira,-10.4544,161.9205,25.94,83,100,2.56,SB,1698333206
233,magadan,59.5667,150.8,-6.18,75,30,1.58,RU,1698333153
234,papatowai,-46.5619,169.4708,2.98,76,100,8.41,NZ,1698333206
235,kangding,30.0513,101.9603,6.44,99,100,1.13,CN,1698333206
236,pisco,-13.7,-76.2167,20.57,83,100,3.09,PE,1698333091
237,vadso,70.0744,29.7487,-1.51,93,75,2.06,NO,1698333207
238,fauske,67.2588,15.3918,3.02,83,100,1.7,NO,1698333207
239,lyantor,61.6195,72.1555,-4.49,94,100,5.5,RU,1698333208
240,saguenay,48.4168,-71.0657,11.71,88,75,2.57,CA,1698333107
241,ujae,8.9322,165.7642,28.21,78,98,5.2,MH,1698333208
242,kayangel,8.0823,134.7173,28.57,71,52,1.62,PW,1698333208
243,bowen,-20.0167,148.2333,23.12,84,43,2.36,AU,1698333208
244,wailua homesteads,22.0669,-159.378,22.24,80,0,3.6,US,1698333209
245,kapa'a,22.0752,-159.319,22.99,80,0,3.6,US,1698333209
246,san patricio,28.017,-97.5169,28.97,82,94,6.23,US,1698333209
247,porto velho,-8.7619,-63.9039,32.03,58,20,3.09,BR,1698333016
248,dawei,14.0833,98.2,25.07,94,100,1.46,MM,1698333209
249,freetown,8.484,-13.2299,28.84,84,40,6.17,SL,1698333209
250,koryazhma,61.3143,47.1691,-2.27,84,38,2.46,RU,1698333210
251,kismayo,-0.3582,42.5454,27.3,79,46,4.71,SO,1698333210
252,staroaleyskoye,51.0061,82.0,7.84,78,100,7.37,RU,1698333210
253,egilsstadir,65.2653,-14.3948,5.95,81,75,1.03,IS,1698333210
254,alofi,-19.0595,-169.9187,23.0,74,98,9.67,NU,1698333211
255,contai,21.7786,87.7536,25.26,75,4,1.02,IN,1698333211
256,las palmas de gran canaria,28.0997,-15.4134,26.07,57,20,10.29,ES,1698333211
257,brookings,44.3114,-96.7984,11.14,100,100,2.06,US,1698332435
258,utrik,11.2278,169.8474,27.66,77,33,4.44,MH,1698333211
259,kansk,56.2017,95.7175,10.08,52,100,3.97,RU,1698333212
260,ulladulla,-35.35,150.4667,9.32,75,86,6.43,AU,1698333212
261,larisa,39.6372,22.4203,21.94,68,20,0.0,GR,1698333212
262,horta,38.5333,-28.6333,18.9,67,40,3.6,PT,1698333108
263,alakurtti,66.9672,30.3491,-3.99,90,100,1.64,RU,1698333212
264,nakamura,32.9833,132.9333,14.02,61,3,1.76,JP,1698333213
265,aitape,-3.1374,142.3475,25.82,87,99,2.89,PG,1698333213
266,nola,40.922,14.5329,22.23,72,100,3.57,IT,1698333213
267,cestos city,5.46,-9.5828,27.7,79,63,3.53,LR,1698333214
268,moultonborough,43.7548,-71.3967,20.7,77,100,1.13,US,1698333214
269,villa huidobro,-34.8383,-64.5869,24.44,50,13,3.55,AR,1698333214
270,geraldton,-28.7667,114.6,18.23,77,100,6.17,AU,1698333214
271,pangai,-19.8,-174.35,23.16,75,78,9.67,TO,1698333215
272,tanabe,33.7333,135.3667,15.21,62,66,2.19,JP,1698333215
273,wingham,43.8879,-81.3114,15.87,95,100,4.37,CA,1698333215
274,west island,-12.1568,96.8225,25.99,83,75,7.72,CC,1698333215
275,harper,4.375,-7.7169,27.52,79,58,3.56,LR,1698333215
276,maragogi,-9.0122,-35.2225,29.59,58,16,7.56,BR,1698333216
277,guiuan,11.0333,125.7247,28.7,74,100,4.77,PH,1698333216
278,vizinga,61.0749,50.1031,-2.86,86,98,3.04,RU,1698333216
279,remire-montjoly,4.9167,-52.2667,33.02,52,40,4.63,GF,1698333216
280,olonkinbyen,70.9221,-8.7187,-0.27,78,57,1.32,SJ,1698333216
281,eureka,40.8021,-124.1637,6.53,97,35,1.98,US,1698333118
282,dudinka,69.4058,86.1778,-12.96,99,89,1.34,RU,1698333217
283,tamanrasset,22.785,5.5228,31.95,9,0,2.06,DZ,1698333217
284,enewetak,11.3474,162.3373,28.69,79,83,6.16,MH,1698333217
285,bee cave,30.3085,-97.945,24.18,96,100,0.45,US,1698332956
286,sumbawa besar,-8.5,117.4333,23.83,77,22,1.92,ID,1698333218
287,porto novo,6.4965,2.6036,28.9,65,74,4.52,BJ,1698333218
288,codrington,-38.2667,141.9667,8.31,76,31,4.3,AU,1698333218
289,gamba,-2.65,10.0,26.18,82,82,4.75,GA,1698333218
290,armacao de buzios,-22.7469,-41.8817,25.03,83,55,5.26,BR,1698333042
291,namtsy,62.7161,129.6658,-13.32,99,94,0.63,RU,1698333219
292,kuala belait,4.5833,114.1833,24.74,93,100,2.61,BN,1698333219
293,kota bharu,6.1333,102.2386,25.98,88,85,2.16,MY,1698333219
294,mata-utu,-13.2816,-176.1745,27.25,67,100,6.8,WF,1698333220
295,ad dilam,23.9915,47.1627,30.23,32,36,1.63,SA,1698333220
296,reggane,26.7158,0.1714,36.6,13,0,3.09,DZ,1698333220
297,kenai,60.5544,-151.2583,-6.97,93,0,2.06,US,1698333220
298,balabac,7.9868,117.0645,28.09,73,2,2.13,PH,1698333220
299,crucecita,-28.95,-58.9833,22.72,53,44,3.62,AR,1698333220
300,belmonte,-15.8631,-38.8828,28.64,71,75,6.08,BR,1698333221
301,yanykurgan,43.915,67.2481,11.19,49,100,0.96,KZ,1698333202
302,selibaby,15.159,-12.1829,40.5,8,63,3.45,MR,1698333221
303,lompoc,34.6391,-120.4579,13.77,66,0,3.13,US,1698333221
304,ballymena,54.8636,-6.2763,13.36,91,66,5.16,GB,1698333221
305,bridgewater,44.3835,-64.5155,21.17,75,4,3.09,CA,1698333109
306,strezhevoy,60.7333,77.5889,-3.35,95,100,4.47,RU,1698333223
307,twentynine palms,34.1356,-116.0542,16.74,57,83,0.71,US,1698333223
308,kisanga,-7.4362,37.7034,33.75,38,28,2.62,TZ,1698333223
309,tabina,7.4669,123.4081,26.69,82,100,1.14,PH,1698333223
310,iskateley,67.6803,53.1512,-8.32,97,88,1.34,RU,1698333223
311,nyurba,63.2842,118.3319,-7.64,92,100,1.85,RU,1698333223
312,korla,41.7597,86.1469,13.48,33,73,1.76,CN,1698333224
313,hinton,53.4001,-117.5857,-7.81,86,100,1.48,CA,1698333204
314,fort mcmurray,56.7268,-111.381,-7.27,86,100,2.57,CA,1698332940
315,veinticinco de mayo,-35.4323,-60.1727,24.43,49,0,3.58,AR,1698332964
316,yarmouth,41.7057,-70.2286,22.58,66,0,3.09,US,1698333224
317,belle fourche,44.6714,-103.8522,-4.82,78,100,4.28,US,1698333225
318,arteche,12.2645,125.4048,25.53,83,67,1.33,PH,1698333225
319,lisala,2.15,21.5167,20.49,99,100,2.08,CD,1698333225
320,tofol,5.3248,163.0078,28.64,75,85,4.18,FM,1698333225
321,ceelbuur,4.685,46.6176,31.46,50,100,4.22,SO,1698333226
322,lupane,-18.9315,27.807,37.25,11,43,4.96,ZW,1698333226
323,vila velha,-20.3297,-40.2925,28.97,70,40,6.69,BR,1698333226
324,lebu,-37.6167,-73.65,13.22,72,100,6.65,CL,1698333226
325,coacotla,17.9333,-94.675,26.86,85,100,3.08,MX,1698333226
326,taroa,8.7058,171.2275,28.4,76,51,5.14,MH,1698333226
327,amungan,15.3652,119.9582,26.99,82,97,1.54,PH,1698333227
328,ca mau,9.1769,105.15,25.38,90,8,0.99,VN,1698333227
329,juan griego,11.0817,-63.9655,30.73,64,100,0.75,VE,1698333227
330,sierra grande,-41.606,-65.3557,24.58,15,40,5.39,AR,1698333227
331,ust'-charyshskaya pristan',52.3934,83.6635,7.19,83,100,9.59,RU,1698333227
332,sisimiut,66.9395,-53.6735,-1.17,79,78,8.79,GL,1698333228
333,port alfred,-33.5906,26.891,22.88,79,98,2.24,ZA,1698333050
334,zhangjiakou,40.81,114.8794,11.28,29,0,0.74,CN,1698333228
335,al jawf,29.5,38.75,27.93,25,0,2.95,SA,1698333228
336,babayevo,59.3936,35.9371,-2.46,75,61,2.89,RU,1698333228
337,tobelo,1.7284,128.0095,26.73,77,71,1.71,ID,1698333228
338,argo,37.6333,22.7333,22.66,49,100,1.43,GR,1698333229
339,tenno,39.9,139.9667,14.74,79,68,2.79,JP,1698333229
340,tambacounda,13.7539,-13.7586,39.03,37,0,2.06,SN,1698333229
341,kruisfontein,-34.0033,24.7314,22.8,52,90,3.28,ZA,1698333229
342,mount isa,-20.7333,139.5,21.87,13,0,6.17,AU,1698333229
343,ta`u,-14.2336,-169.5144,26.33,78,97,7.88,AS,1698333229
344,al bawiti,28.3492,28.8659,29.4,28,80,3.92,EG,1698333230
345,mili,6.0815,171.735,28.13,79,60,4.72,MH,1698333230
346,kalmunai,7.4167,81.8167,26.68,76,37,2.02,LK,1698333230
347,salinopolis,-0.6136,-47.3561,29.27,66,88,4.94,BR,1698333230
348,kollam,8.8833,76.6,26.43,81,100,1.3,IN,1698333230
349,viedma,-40.8135,-62.9967,28.25,21,13,8.39,AR,1698332965
350,inda silase,14.1031,38.2829,17.66,79,100,3.6,ET,1698333231
351,kinablangan,7.6947,126.5503,26.08,85,96,1.6,PH,1698333231
352,necochea,-38.5473,-58.7368,23.35,39,0,6.5,AR,1698333231
353,puerto santa,-8.9906,-78.6456,19.68,83,81,3.95,PE,1698333231
354,redencao,-4.2258,-38.7306,36.77,24,58,4.87,BR,1698333018
355,castillos,-34.1667,-53.8333,17.28,49,0,3.55,UY,1698333232
356,huarmey,-10.0681,-78.1522,21.17,78,72,3.41,PE,1698333232
357,volchikha,52.0333,80.3833,4.43,78,100,8.94,RU,1698333232
358,najaf,31.9985,44.3398,25.88,41,6,0.0,IQ,1698333232
359,kill devil hills,36.0307,-75.676,22.01,75,0,2.06,US,1698333232
360,gisborne,-38.6533,178.0042,17.48,68,100,6.07,NZ,1698333191
361,changli,39.7042,119.1506,11.51,43,2,0.93,CN,1698333233
362,haicheng,40.8516,122.7475,6.8,23,2,1.78,CN,1698333233
363,henderson,36.0397,-114.9819,18.55,41,0,7.72,US,1698332990
364,meiganga,6.5167,14.3,23.14,79,94,1.41,CM,1698333233
365,durango,24.8333,-104.8333,16.36,26,0,0.48,MX,1698332764
